,Ort,Stärke:
2418,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2419,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2420,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2421,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2422,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2423,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2424,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2425,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2426,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2427,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2428,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2429,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2430,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2431,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2432,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2433,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2434,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2435,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2436,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2437,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2438,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2439,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2440,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2441,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2442,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2443,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2444,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2445,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2446,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2447,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2448,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2449,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2450,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2451,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2452,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2453,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2454,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2455,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2456,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2457,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2458,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2459,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2460,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2461,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2462,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2463,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2464,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2465,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2466,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2467,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2468,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2469,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2470,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2471,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2472,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2473,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2474,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2475,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2476,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2477,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2478,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2479,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2480,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2481,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2482,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2483,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2484,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2485,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2486,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2487,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2488,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2489,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2490,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2491,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2492,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2493,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2494,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2495,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2496,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2497,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2498,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2499,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2500,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2501,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2502,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2503,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2504,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2505,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2506,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2507,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2508,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2509,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2510,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2511,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2512,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2513,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2514,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2515,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2516,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2517,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2518,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2519,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2520,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2521,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2522,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2523,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2524,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2525,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2526,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2527,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2528,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2529,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2530,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2531,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2532,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2533,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2534,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2535,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2536,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2537,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2538,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2539,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2540,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2541,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2542,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2543,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2544,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2545,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2546,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2547,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2548,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2549,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2550,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2551,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2552,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2553,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2554,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2555,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2556,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2557,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2558,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2559,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2560,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2561,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2562,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2563,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2564,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2565,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2566,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2567,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2568,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2569,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2570,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2571,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2572,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2573,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2574,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2575,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2576,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2577,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2578,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2579,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2580,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2581,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2582,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2583,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2584,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2585,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2586,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2587,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2588,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2589,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2590,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2591,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2592,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2593,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2594,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2595,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2596,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2597,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2598,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2599,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2600,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2601,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2602,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2603,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2604,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2605,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2606,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2607,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2608,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2609,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2610,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2611,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2612,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2613,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2614,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2615,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2616,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2617,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2618,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2619,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2620,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2621,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2622,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2623,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2624,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2625,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2626,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2627,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2628,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2629,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2630,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2631,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2632,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2633,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2634,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2635,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2636,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2637,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2638,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2639,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2640,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2641,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2642,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2643,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2644,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2645,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2646,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2647,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2648,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2649,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2650,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2651,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2652,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2653,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2654,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2655,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2656,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2657,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2658,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2659,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2660,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2661,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2662,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2663,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2664,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2665,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2666,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2667,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2668,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2669,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2670,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2671,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2672,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2673,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2674,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2675,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2676,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2677,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2678,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2679,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2680,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2681,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2682,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2683,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2684,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2685,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2686,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2687,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2688,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2689,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2690,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2691,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2692,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2693,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2694,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2695,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2696,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2697,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2698,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2699,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2700,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2701,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2702,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2703,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2704,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2705,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2706,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2707,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2708,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2709,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2710,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2711,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2712,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2713,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2714,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2715,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2716,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2717,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2718,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2719,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2720,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2721,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2722,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2723,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2724,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2725,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2726,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2727,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2728,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2729,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2730,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2731,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2732,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2733,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2734,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2735,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2736,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2737,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2738,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2739,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2740,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2741,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2742,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2743,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2744,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2745,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2746,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2747,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2748,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2749,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2750,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2751,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2752,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2753,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2754,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2755,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2756,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2757,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2758,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2759,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2760,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2761,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2762,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2763,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2764,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2765,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2766,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2767,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2768,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2769,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2770,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2771,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2772,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2773,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2774,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
2775,"133km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
